distrito,candidato,lista,partido,programa
6,CLAUDIO GOMEZ CASTRO,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
6,ERIKA GABRIELA MATTE PIZARRO,LISTA DEL APRUEBO,PARTIDO RADICAL DE CHILE,Descargar archivo aquí
6,JORGE CORREA SUTIL,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
6,MARICEL MARTINEZ VICENCIO,LISTA DEL APRUEBO,PARTIDO POR LA DEMOCRACIA,Descargar archivo aquí
6,ROLANDO IVAN GARRIDO QUIROZ,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
6,SCARLETT BEATRIZ VALDES PIZARRO,LISTA DEL APRUEBO,PARTIDO LIBERAL DE CHILE,Descargar archivo aquí
6,WALESKA CASTILLO LOPEZ,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
6,DANIELA PAULINA ALBORNOZ DERDERIAN,MOVIMIENTOS SOCIALES INDEPENDIENTES (D6),INDEPENDIENTES,Descargar archivo aquí
6,HERNAN RAMIREZ RUEDA,MOVIMIENTOS SOCIALES INDEPENDIENTES (D6),INDEPENDIENTES,Descargar archivo aquí
6,JANIS JAN DEL CARMEN MENESES PALMA,MOVIMIENTOS SOCIALES INDEPENDIENTES (D6),INDEPENDIENTES,Descargar archivo aquí
6,MATHIAS GABRIEL MARTINEZ GONZALEZ,MOVIMIENTOS SOCIALES INDEPENDIENTES (D6),INDEPENDIENTES,Descargar archivo aquí
6,MIGUEL ANGEL ESPINOZA MUÑOZ,MOVIMIENTOS SOCIALES INDEPENDIENTES (D6),INDEPENDIENTES,Descargar archivo aquí
6,MIRNA GLORIA HUMERES GRENETT,MOVIMIENTOS SOCIALES INDEPENDIENTES (D6),INDEPENDIENTES,Descargar archivo aquí
6,NATALIA NAYADETT ZAPATA VERDUGO,MOVIMIENTOS SOCIALES INDEPENDIENTES (D6),INDEPENDIENTES,Descargar archivo aquí
6,RUBEN PEREZ SEPULVEDA,MOVIMIENTOS SOCIALES INDEPENDIENTES (D6),INDEPENDIENTES,Descargar archivo aquí
6,PRISCILA HAYDEE CASTILLO ARREDONDO,PARTIDO HUMANISTA,PARTIDO HUMANISTA,Descargar archivo aquí
6,VICTOR DANIEL PATRICIO ARAYA ROJAS,PARTIDO HUMANISTA,PARTIDO HUMANISTA,Descargar archivo aquí
6,ALEJANDRO JOSE ADANA ABRIL,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
6,CRISTIAN NICOLAS URRA ZAMORA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
6,GISELLA DANITZA CORTES GUZMAN,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
6,JESUS FERNANDO GOMEZ ORELLANA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
6,JOSELYN ANDREA PEÑA VALDIVIA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
6,KAREN MAKARENA INOSTROZA PAREDES,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
6,LIRIT AMANCAY BRIGNARDELLO MUÑOZ,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
6,NIBALDO GABRIEL PINTO SILVA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
6,CAROLINA CONTRERAS BERRIOS,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
6,CHIARA NATALIA BARCHIESI CHAVEZ,VAMOS POR CHILE,PARTIDO REPUBLICANO DE CHILE,Descargar archivo aquí
6,ERIKA MUÑOZ BRAVO,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
6,FRANCISCA DESBORDES SALCES,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
6,JOSE ANTONIO VALENZUELA MAC-KELLAR,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
6,JUAN LUIS TOBAR VALDIVIA,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
6,MARIA DE LOS ANGELES LOPEZ PORFIRI,VAMOS POR CHILE,PARTIDO REPUBLICANO DE CHILE,Descargar archivo aquí
6,ROBERT KNOP PISANO,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
6,RUGGERO COZZI ELZO,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
7,CONSTANZA FLORENCIA VALDES CONTRERAS,APRUEBO DIGNIDAD,COMUNES,Descargar archivo aquí
7,CRISTIAN IVAN BELLEI CARVACHO,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
7,GIANINA ELIZABETH FIGUEROA IPINZA,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
7,JAIME ANDRES BASSA MERCADO,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
7,JOSE MANUEL LANAS QUIÑONES,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
7,LUIS ALBERTO CUELLO PEÑA Y LILLO,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
7,MARIA CONSTANZA GONZALEZ ALVEAR,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
7,MARIA JOSE OYARZUN SOLIS,APRUEBO DIGNIDAD,REVOLUCION DEMOCRATICA,Descargar archivo aquí
7,BARBARITA ANDREA LARA MARTINEZ,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D7),INDEPENDIENTES,Descargar archivo aquí
7,CAROLINA LUISA TORREJON PEREZ,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D7),INDEPENDIENTES,Descargar archivo aquí
7,CECILIA ECHEÑIQUE PASCAL,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D7),INDEPENDIENTES,Descargar archivo aquí
7,IVAN ORLANDO ZAMORA ZAPATA,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D7),INDEPENDIENTES,Descargar archivo aquí
7,PATRICIO YOUNG MOREAU,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D7),INDEPENDIENTES,Descargar archivo aquí
7,RODOLFO CORNEJO SILVA,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D7),INDEPENDIENTES,Descargar archivo aquí
7,RODRIGO ANDRES REYES SANGERMANI,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D7),INDEPENDIENTES,Descargar archivo aquí
7,SOFIA CRISTINA BUSTOS ARAYA,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D7),INDEPENDIENTES,Descargar archivo aquí
7,CAMILA IGNACIA ZARATE ZARATE,LA LISTA DEL PUEBLO (D7),INDEPENDIENTES,Descargar archivo aquí
7,FRANCISCO JAVIER SILVA BUSTAMANTE,LA LISTA DEL PUEBLO (D7),INDEPENDIENTES,Descargar archivo aquí
7,ISAIAS ANTONIO ROJAS PEÑA,LA LISTA DEL PUEBLO (D7),INDEPENDIENTES,Descargar archivo aquí
7,PABLO ALEJANDRO DONOSO CHRISTIE,LA LISTA DEL PUEBLO (D7),INDEPENDIENTES,Descargar archivo aquí
7,PAMELA VIVANCO MONTERO,LA LISTA DEL PUEBLO (D7),INDEPENDIENTES,Descargar archivo aquí
7,SONIA DEL CARMEN CACERES GONZALEZ,LA LISTA DEL PUEBLO (D7),INDEPENDIENTES,Descargar archivo aquí
7,TANIA ISABEL MADRIAGA FLORES,LA LISTA DEL PUEBLO (D7),INDEPENDIENTES,Descargar archivo aquí
7,TOMAS IGNACIO LAGOMARSINO GUZMAN,LA LISTA DEL PUEBLO (D7),INDEPENDIENTES,Descargar archivo aquí
7,AGUSTIN SQUELLA NARDUCCI,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
7,ALEJANDRA DEL CARMEN ZUÑIGA FAJURI,LISTA DEL APRUEBO,IND PARTIDO LIBERAL DE CHILE,Descargar archivo aquí
7,PAOLA TAPIA SALAS,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
7,PAULA GUTIERREZ HUENCHULEO,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
7,PAZ ANASTASIADIS LE ROY,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
7,PEDRO CAYUQUEO MILLAQUEO,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
7,RAUL BURGOS PINTO,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
7,ALEXANDRA MAKARENA RAMIREZ SANCHEZ,LISTA INDEPENDIENTE PARTO SOCIAL (D7),INDEPENDIENTES,Descargar archivo aquí
7,AURORA PAMELA GALLEGUILLOS DIAZ,LISTA INDEPENDIENTE PARTO SOCIAL (D7),INDEPENDIENTES,Descargar archivo aquí
7,DIEGO SEBASTIAN VIDAL VERGARA,LISTA INDEPENDIENTE PARTO SOCIAL (D7),INDEPENDIENTES,Descargar archivo aquí
7,GUISELA VIVIANA URIBE ROJAS,LISTA INDEPENDIENTE PARTO SOCIAL (D7),INDEPENDIENTES,Descargar archivo aquí
7,ISIDRO MATEO RODRIGUEZ CUADRA,LISTA INDEPENDIENTE PARTO SOCIAL (D7),INDEPENDIENTES,Descargar archivo aquí
7,JOSEFINA DE JESUS RODRIGUEZ CUADRA,LISTA INDEPENDIENTE PARTO SOCIAL (D7),INDEPENDIENTES,Descargar archivo aquí
7,RUBEN ALEJANDRO PARRA GARRETON,LISTA INDEPENDIENTE PARTO SOCIAL (D7),INDEPENDIENTES,Descargar archivo aquí
7,WLADIMIR VALENZUELA MARTINEZ,LISTA INDEPENDIENTE PARTO SOCIAL (D7),INDEPENDIENTES,Descargar archivo aquí
7,ALBERTO FERNANDO ORMEÑO RETAMAL,LISTA SOCIAL PODER CONSTITUYENTE A TODA COSTA (D7),INDEPENDIENTES,Descargar archivo aquí
7,DANIEL FRANCISCO CHAMORRO BURGOS,LISTA SOCIAL PODER CONSTITUYENTE A TODA COSTA (D7),INDEPENDIENTES,Descargar archivo aquí
7,DANN ALEJANDRO ESPINOZA POZO,LISTA SOCIAL PODER CONSTITUYENTE A TODA COSTA (D7),INDEPENDIENTES,Descargar archivo aquí
7,NATALIA PHENELOPE CORRALES CORDERO,LISTA SOCIAL PODER CONSTITUYENTE A TODA COSTA (D7),INDEPENDIENTES,Descargar archivo aquí
7,PATRICIA PAZ BRITO ORTEGA,LISTA SOCIAL PODER CONSTITUYENTE A TODA COSTA (D7),INDEPENDIENTES,Descargar archivo aquí
7,ZUNILDA GERALDINE CHAVEZ QUIROGA,LISTA SOCIAL PODER CONSTITUYENTE A TODA COSTA (D7),INDEPENDIENTES,Descargar archivo aquí
7,ANTONIO ALEJANDRO PAEZ AGUILAR,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
7,DARIO BENJAMIN GONZALEZ PINTO,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
7,KELLY ANDREA CERDA TORRES,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
7,LIBERTAD MOIROUX MUÑOZ,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
7,LYAM ANDRES RIVEROS DIAZ,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
7,NATALI ANDREA HINOJOSA SERRANO,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
7,PAMELA ADRIANA CONTRERAS MENDOZA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
7,MARCELO VICTOR HERRERA CARREÑO,PARTIDO HUMANISTA,PARTIDO HUMANISTA,Descargar archivo aquí
7,ALEJANDRO ABARZUA RAMIREZ,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
7,CRISTOBAL RAIN CANCINO,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
7,EDITH PAOLA ESTAY OLGUIN,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
7,EVELYN SUSAN TORREBLANCA AHUMADA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
7,INGRID JADI ALTAMIRANO CAMPOS,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
7,LUCIA DEL PILAR ESTAY BAEZ,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
7,MICHAEL ENRIQUE HUMAÑA CONCHA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
7,RODOLFO ANTONIO CALDERON HERNANDEZ,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
7,BARBARA JACQUELINE CORDOVA RETAMAL,SOBERANIA CIUDADANA (D7),INDEPENDIENTES,Descargar archivo aquí
7,DANIXA ALEJANDRA BECERRA CASTRO,SOBERANIA CIUDADANA (D7),INDEPENDIENTES,Descargar archivo aquí
7,FRANCISCO JAVIER VERGARA VALLEJOS,SOBERANIA CIUDADANA (D7),INDEPENDIENTES,Descargar archivo aquí
7,JULIO MAXIMILIANO PRISCHTT NUÑEZ,SOBERANIA CIUDADANA (D7),INDEPENDIENTES,Descargar archivo aquí
7,LEONARDO ANDRES LATORRE MELIN,SOBERANIA CIUDADANA (D7),INDEPENDIENTES,Descargar archivo aquí
7,MIGUEL ANGEL ESPINOZA URBINA,SOBERANIA CIUDADANA (D7),INDEPENDIENTES,Descargar archivo aquí
7,PATRICIA ANDREA TORRES GUERRERO,SOBERANIA CIUDADANA (D7),INDEPENDIENTES,Descargar archivo aquí
7,ROMINA ALEJANDRA AMESTICA ABURTO,SOBERANIA CIUDADANA (D7),INDEPENDIENTES,Descargar archivo aquí
7,HOTUITI RANGI TEAO DRAGO,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
7,JEANETTE PAMELA BRUNA JARA,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
7,JORGE ARANCIBIA REYES,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
7,JUAN PABLO RODRIGUEZ OYARZUN,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
7,MACARENA URENDA SALAMANCA,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
7,MARLENNE CAROLINA AROCA GUERRERO,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
7,RAUL CELIS MONTT,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
7,TANIA VERONICA CORDOVA CASTRO,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
8,ANDRES SERGIO GIORDANO SALAZAR,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
8,DANIEL RODRIGO STINGO CAMUS,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
8,DORIS DAYANNA GONZALEZ LEMUNAO,APRUEBO DIGNIDAD,COMUNES,Descargar archivo aquí
8,JUAN ANDRES LAGOS ESPINOZA,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
8,PATRICIA JAVIERA LOPEZ MENADIER,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
8,RENE LUIS NARANJO SOTOMAYOR,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
8,TATIANA KARINA URRUTIA HERRERA,APRUEBO DIGNIDAD,REVOLUCION DEMOCRATICA,Descargar archivo aquí
8,VALENTINA ANDREA MIRANDA ARCE,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
8,CLAUDIA CAROLINA LATORRE ARAVENA,COMUNIDAD INDEPENDIENTE VENSEREMOS (D8),INDEPENDIENTES,Descargar archivo aquí
8,CRISTOBAL FERNANDO FERNANDEZ ALISTE,COMUNIDAD INDEPENDIENTE VENSEREMOS (D8),INDEPENDIENTES,Descargar archivo aquí
8,MARIO ANGEL BENITEZ FERNANDEZ,COMUNIDAD INDEPENDIENTE VENSEREMOS (D8),INDEPENDIENTES,Descargar archivo aquí
8,NIDIA FERNANDA CANALES BUSTOS,COMUNIDAD INDEPENDIENTE VENSEREMOS (D8),INDEPENDIENTES,Descargar archivo aquí
8,ALEJANDRO ADRIAN CANTILLANA PARETTI,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8),INDEPENDIENTES,Descargar archivo aquí
8,ESTEBAN ANDRES QUIROZ GONZALEZ,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8),INDEPENDIENTES,Descargar archivo aquí
8,JOCELYN DURAN HUAIQUIN,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8),INDEPENDIENTES,Descargar archivo aquí
8,MANUEL RODOLFO VALENCIA CHACON,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8),INDEPENDIENTES,Descargar archivo aquí
8,MARIO AGUILAR AREVALO,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8),INDEPENDIENTES,Descargar archivo aquí
8,NATALIE ALEJANDRA ARRIAGADA ACOSTA,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8),INDEPENDIENTES,Descargar archivo aquí
8,PATRICIA ELIZABETH LILLO REYES,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8),INDEPENDIENTES,Descargar archivo aquí
8,TERESA ADRIANA POBLETE PINOCHET,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8),INDEPENDIENTES,Descargar archivo aquí
8,CLAUDIA SOLEDAD FIGUEROA SEPULVEDA,LA LISTA DEL PUEBLO (D8),INDEPENDIENTES,Descargar archivo aquí
8,DANIEL TRUJILLO RIVAS,LA LISTA DEL PUEBLO (D8),INDEPENDIENTES,Descargar archivo aquí
8,GERARDO ANTONIO ITURRA GARCIA,LA LISTA DEL PUEBLO (D8),INDEPENDIENTES,Descargar archivo aquí
8,KAREN FRANCISCA ORELLANA SULLIVAN,LA LISTA DEL PUEBLO (D8),INDEPENDIENTES,Descargar archivo aquí
8,MARCO ANTONIO ARELLANO ORTEGA,LA LISTA DEL PUEBLO (D8),INDEPENDIENTES,Descargar archivo aquí
8,MARIA MAGDALENA RIVERA IRIBARREN,LA LISTA DEL PUEBLO (D8),INDEPENDIENTES,Descargar archivo aquí
8,PABLO ANDRES CRUZ RAMIREZ,LA LISTA DEL PUEBLO (D8),INDEPENDIENTES,Descargar archivo aquí
8,PALOMBA JAEL ALBARRACIN MORI,LA LISTA DEL PUEBLO (D8),INDEPENDIENTES,Descargar archivo aquí
8,BESSY MIREYA DEL ROSARIO GALLARDO PRADO,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
8,CAROLINA GARRIDO SILVA,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
8,CECILIA VALDES LEON,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
8,CESAR ANTONIO BARRERA FUENZALIDA,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
8,FRANCISCO REYES MORANDE,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
8,JAIME TRONCOSO VALDES,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
8,RENE CORTAZAR SANZ,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
8,BEATRIZ ALEJANDRA BRAVO VACA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
8,FRANCISCO VLADIMIR FLORES COBO,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
8,JAVIERA CONSTANZA MARQUEZ BASUALTO,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
8,LEONARDO CLAUDIO CABEZAS ZUÑIGA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
8,MARIA ISABEL MARGARITA MARTINEZ LIZAMA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
8,SEBASTIAN ALEXIS AVILES TAPIA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
8,CLAUDIA FUENTES LIZAMA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
8,HECTOR HERNAN ORELLANA CORTES,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
8,MARIA ELIZABETH HERNANDEZ FIGUEROA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
8,PEDRO TOMAS BUSTAMANTE PEREZ,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
8,CAMILA PAZ CACERES FUENTES,PARTIDO HUMANISTA,PARTIDO HUMANISTA,Descargar archivo aquí
8,ARTURO ELIAS PEREZ VALENZUELA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
8,DANIELA BELEN ACEVEDO VERDUGO,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
8,FABIAN JOSE CABALLERO VERGARA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
8,JOHANNA ESTHEFANIE MUÑOZ PAJARITO,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
8,MIGUEL ANGEL FONSECA CARRILLO,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
8,ANDREA OJEDA MIRANDA,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
8,BERNARDO DE LA MAZA BAÑADOS,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
8,FRANCISCO MORENO GUZMAN,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
8,KATERINE ALEJANDRA MEDEL BUENO,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
8,MACARENA BRAVO ROJAS,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
8,MACARENA CORNEJO FUENTES,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
8,MIGUEL ELIAS ESBIR BARCO,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
8,TOMAS GUEVARA AGUERO,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
9,BARBARA SEPULVEDA HALES,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
9,ERIC DAVID CAMPOS BONTA,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
9,GONZALO MANUEL BACIGALUPE ROJAS,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
9,HAYDEE OBERREUTER UMAZABAL,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
9,LUZ PASCUALA VIDAL HUIRIQUEO,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
9,MICHELLE FERNANDA PEUTAT ALVARADO,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
9,RODRIGO TOMAS MALLEA CARDEMIL,APRUEBO DIGNIDAD,CONVERGENCIA SOCIAL,Descargar archivo aquí
9,RODRIGO LOGAN SOTO,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
9,IVAN SILVA GONZALEZ,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D9),INDEPENDIENTES,Descargar archivo aquí
9,LORETO ROXANA REBOLLEDO RISSETTI,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D9),INDEPENDIENTES,Descargar archivo aquí
9,MARGARITA ERNESTINA GUERRERO ZAMORA,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D9),INDEPENDIENTES,Descargar archivo aquí
9,MARIO ZELADA ORELLANA,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D9),INDEPENDIENTES,Descargar archivo aquí
9,NICOLE DENISSE ROMO FLORES,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D9),INDEPENDIENTES,Descargar archivo aquí
9,URIEL OSVALDO GONZALEZ INOSTROZA,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D9),INDEPENDIENTES,Descargar archivo aquí
9,ALEJANDRA PIA PEREZ ESPINA,LA LISTA DEL PUEBLO DISTRITO 9 (D9),INDEPENDIENTES,Descargar archivo aquí
9,GLORIA SOLEDAD PINTO BECERRA,LA LISTA DEL PUEBLO DISTRITO 9 (D9),INDEPENDIENTES,Descargar archivo aquí
9,MARLENE ELIZABETH SOTO GODOY,LA LISTA DEL PUEBLO DISTRITO 9 (D9),INDEPENDIENTES,Descargar archivo aquí
9,MATIAS NICOLAS ROA ROA,LA LISTA DEL PUEBLO DISTRITO 9 (D9),INDEPENDIENTES,Descargar archivo aquí
9,MISAEL EDUARDO ARMIJO FUENTES,LA LISTA DEL PUEBLO DISTRITO 9 (D9),INDEPENDIENTES,Descargar archivo aquí
9,NATALIA ESTHER HENRIQUEZ CARREÑO,LA LISTA DEL PUEBLO DISTRITO 9 (D9),INDEPENDIENTES,Descargar archivo aquí
9,PATRICIO ALEJANDRO CACERES ESCUDERO,LA LISTA DEL PUEBLO DISTRITO 9 (D9),INDEPENDIENTES,Descargar archivo aquí
9,ALEJANDRA ROSA ACEVEDO ESCOBAR,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
9,CESAR VALENZUELA MAASS,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
9,FERNANDA SAN MARTIN GOUGAIN,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
9,GALIT NICOLE AGOSIN HORVITZ,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
9,JORGE ANDRES CASH SAEZ,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
9,MILLARAI ABELLEIRA PERALTA,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
9,SANTIAGO ESCOBAR SEPULVEDA,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
