distrito,candidato,lista,partido,programa
9,CATALINA BOSCH CARCURO,MOVIMIENTOS SOCIALES PLURINACIONALES E INDEPENDIENTES (D9),INDEPENDIENTES,Descargar archivo aquí
9,JESSICA CAYUPI LLANCALEO,MOVIMIENTOS SOCIALES PLURINACIONALES E INDEPENDIENTES (D9),INDEPENDIENTES,Descargar archivo aquí
9,JOSE IGNACIO PADILLA SAN MARTIN,MOVIMIENTOS SOCIALES PLURINACIONALES E INDEPENDIENTES (D9),INDEPENDIENTES,Descargar archivo aquí
9,JUAN PABLO LABRA AREVALO,MOVIMIENTOS SOCIALES PLURINACIONALES E INDEPENDIENTES (D9),INDEPENDIENTES,Descargar archivo aquí
9,ROLANDO ALBERTO ABARZUA JARA,MOVIMIENTOS SOCIALES PLURINACIONALES E INDEPENDIENTES (D9),INDEPENDIENTES,Descargar archivo aquí
9,VERONICA MOLINA HENRIQUEZ,MOVIMIENTOS SOCIALES PLURINACIONALES E INDEPENDIENTES (D9),INDEPENDIENTES,Descargar archivo aquí
9,ANAIZA GABRIELA FABRE VENEGAS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
9,CESAR ANTONIO SEPULVEDA JARA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
9,DANIELA PAZ RIVEROS OVALLE,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
9,EDUARD PATRICIO PURAN PURAN,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
9,GABRIEL ALFONSO MUÑOZ CARRILLO,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
9,VIVIANA ANDREA GONZALEZ NAVARRO,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
9,ADRIAN ALBERTO VALENCIA VIDAL,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
9,NICOLE JORQUERA BRIONES,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
9,PATRICIA NUÑEZ AVILA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
9,PAULA STEFANI MORA DA SILVA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
9,RAUL ALFREDO CORTES CASTILLO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
9,VICENTE ORELLANA HIDALGO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
9,CLAUDIA MACARENA FERNANDEZ CONTRERAS,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
9,JORGE ABRAHAM MUÑOZ VILCHES,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
9,MARCELO ROBERTO FLORES BRUNA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
9,ARTURO ZUÑIGA JORY,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
9,DUILIO RENZO DE LAPEYRA PALMA,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
9,FELIPE OBAL DURAN,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
9,RUTH OLIVERA DE LA FUENTE,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
9,SOL LETELIER GONZALEZ,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
9,XIMENA FRANCISCA AYALA FARIAS,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
9,YIUYIUNIZ NAVAS DE CASO,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
10,ALEJANDRA DEL PILAR JIMENEZ CASTRO,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
10,ANTONIA COSMICA ORELLANA GUARELLO,APRUEBO DIGNIDAD,CONVERGENCIA SOCIAL,Descargar archivo aquí
10,CARLOS EDUARDO RUIZ ENCINA,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
10,EMILIA SCHNEIDER VIDELA,APRUEBO DIGNIDAD,COMUNES,Descargar archivo aquí
10,FERNANDO ATRIA LEMAITRE,APRUEBO DIGNIDAD,IND REVOLUCION DEMOCRATICA,Descargar archivo aquí
10,GIOVANNA ANGELA ROA CADIN,APRUEBO DIGNIDAD,REVOLUCION DEMOCRATICA,Descargar archivo aquí
10,PABLO GABRIEL SELLES FERRES,APRUEBO DIGNIDAD,CONVERGENCIA SOCIAL,Descargar archivo aquí
10,RAFAEL HUMBERTO HARVEY VALDES,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
10,CAMILO PARADA ORTIZ,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
10,FELIPE CRISTHIAN VARGAS PUGA,INDEPENDIENTES COMO TU (D10),INDEPENDIENTES,Descargar archivo aquí
10,KARLA ANDREA PINTO TIMMERMANN,INDEPENDIENTES COMO TU (D10),INDEPENDIENTES,Descargar archivo aquí
10,MARIA SOLEDAD ACUÑA DIAZ,INDEPENDIENTES COMO TU (D10),INDEPENDIENTES,Descargar archivo aquí
10,PAOLA ANDREA WALKER RODRIGUEZ,INDEPENDIENTES COMO TU (D10),INDEPENDIENTES,Descargar archivo aquí
10,PATRICIA FARIDEZ RUBILAR SEVERO,INDEPENDIENTES COMO TU (D10),INDEPENDIENTES,Descargar archivo aquí
10,PATRICIO DOMINGO GONZALEZ OJEDA,INDEPENDIENTES COMO TU (D10),INDEPENDIENTES,Descargar archivo aquí
10,SUNG YOUNG YUN,INDEPENDIENTES COMO TU (D10),INDEPENDIENTES,Descargar archivo aquí
10,ANDRES PEREZ MUÑOZ,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D10),INDEPENDIENTES,Descargar archivo aquí
10,CAROLINA ARENAS ORTIZ,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D10),INDEPENDIENTES,Descargar archivo aquí
10,GABRIEL GUROVICH STEINER,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D10),INDEPENDIENTES,Descargar archivo aquí
10,JOSE ANDRES MURILLO URRUTIA,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D10),INDEPENDIENTES,Descargar archivo aquí
10,MACARENA LOBOS PALACIOS,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D10),INDEPENDIENTES,Descargar archivo aquí
10,PABLO MORRIS KELLER,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D10),INDEPENDIENTES,Descargar archivo aquí
10,PATRICIA POLITZER KEREKES,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D10),INDEPENDIENTES,Descargar archivo aquí
10,ROXANA ESPINOZA SALFATE,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D10),INDEPENDIENTES,Descargar archivo aquí
10,ALEXIS CRISTOPHER GARRIDO NUÑEZ,LA LISTA DEL PUEBLO (D10),INDEPENDIENTES,Descargar archivo aquí
10,ANDRES MATIAS SALDIAS SALGADO,LA LISTA DEL PUEBLO (D10),INDEPENDIENTES,Descargar archivo aquí
10,DANIEL ISAIAS MARTINEZ BARRERA,LA LISTA DEL PUEBLO (D10),INDEPENDIENTES,Descargar archivo aquí
10,JUANA VERONICA MILLAL SANDOVAL,LA LISTA DEL PUEBLO (D10),INDEPENDIENTES,Descargar archivo aquí
10,MANUEL MAURICIO WOLDARSKY GONZALEZ,LA LISTA DEL PUEBLO (D10),INDEPENDIENTES,Descargar archivo aquí
10,VERONICA MILITZA GUZMAN QUILAQUEO,LA LISTA DEL PUEBLO (D10),INDEPENDIENTES,Descargar archivo aquí
10,PATRICIA STEFANIA NAVARRETE CORTES,LA LISTA DEL PUEBLO (D10),INDEPENDIENTES,Descargar archivo aquí
10,PAULINA ALEJANDRA ACEVEDO MENANTEAU,LA LISTA DEL PUEBLO (D10),INDEPENDIENTES,Descargar archivo aquí
10,CAROLINA VANESSA PARRAGUEZ PIÑA,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
10,CATALINA LAGOS TSCHORNE,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
10,DARWIN LORETO JOHNS,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
10,JAIME PARADA HOYL,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
10,JORGE BARADIT MORALES,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
10,LAURA ALBORNOZ POLLMANN,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
10,LUCIA LOPEZ GUERRA,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
10,PATRICIO ZAPATA LARRAIN,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
10,ANDREA GUTIERREZ VASQUEZ,MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10),INDEPENDIENTES,Descargar archivo aquí
10,FRANCISCA FERNANDEZ DROGUETT,MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10),INDEPENDIENTES,Descargar archivo aquí
10,JAVIER NICOLAS PINEDA OLCAY,MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10),INDEPENDIENTES,Descargar archivo aquí
10,KARINA NATASHA NOHALES PEÑA,MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10),INDEPENDIENTES,Descargar archivo aquí
10,LUIS FERNANDO MESINA MARIN,MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10),INDEPENDIENTES,Descargar archivo aquí
10,MANUEL JESUS HIDALGO VALDIVIA,MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10),INDEPENDIENTES,Descargar archivo aquí
10,PABLO SALVADOR LUIS SEPULVEDA ALLENDE,MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10),INDEPENDIENTES,Descargar archivo aquí
10,PIA FERNANDA MEZA ILABACA,MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10),INDEPENDIENTES,Descargar archivo aquí
10,CAROLINA FERNANDA TOLEDO SARMIENTO,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
10,DAUNO TOTORO NAVARRO,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
10,JAVIER IGNACIO AYARZA GONZALEZ,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
10,JOSE JOAQUIN ROMERO PALACIOS,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
10,JULIO HUMBERTO MANCILLA MARABOLI,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
10,MARIA VICTORIA TORRES SANDOVAL,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
10,RAFAELLA ANTONIA RUILOVA TASSARA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
10,SUELY CILEIDI ARANCIBIA BENICIO,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
10,ANGELICA YEVENES ARANDA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
10,CLAUDIO ROSELLO ARRIARAN,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
10,CONSUELO CONEJAN BRITO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
10,GREGORIO CORREA SALINAS,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
10,MARIA ELENA GUAJARDO MORAGA,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
10,PHELIPPE ROMERO MUZZ,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
10,CARMEN VERONICA CONTRERAS AROS,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
10,HECTOR LEONARDO ARAVENA PEREZ,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
10,JOSE ALBARO MORALES MORALES,PARTIDO UNION PATRIOTICA,UNION PATRIOTICA,Descargar archivo aquí
10,JOSUE ALBERT ORMAZABAL MORALES,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
10,JUAN PABLO MIGUEL SOTO VALDIVIA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
10,NICOLL ADRIANA ROJAS LABRA,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
10,SOFIA ANNEKE LARA GARRIDO,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
10,VALENTINA VARGAS LOWICK-RUSSELL,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
10,CRISTIAN MONCKEBERG BRUNER,VAMOS POR CHILE,RENOVACION NACIONAL,Descargar archivo aquí
10,DIEGO RIVEAUX MARCET,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
10,GONZALO FERNANDO BLUMEL MAC-IVER,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
10,JAIME FLORES SIERRALTA,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
10,MARIA MACARENA LETELIER VELASCO,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
10,PAULINA ANDREA LOBOS HERRERA,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
10,SYLVIA EYZAGUIRRE TAFRA,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
10,TERESA MARINOVIC VIAL,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
11,CAROLINA PAZ PEREZ DATTARI,APRUEBO DIGNIDAD,REVOLUCION DEMOCRATICA,Descargar archivo aquí
11,CONSTANZA GABRIELA SCHONHAUT SOTO,APRUEBO DIGNIDAD,CONVERGENCIA SOCIAL,Descargar archivo aquí
11,DIEGO MARDONES PEREZ,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
11,JAVIERA ALEJANDRA TORO CACERES,APRUEBO DIGNIDAD,COMUNES,Descargar archivo aquí
11,JUAN VERA CARRASCO,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
11,MAURICIO PESUTIC PEREZ,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
11,NATALIA BELEN GARRIDO TORO,APRUEBO DIGNIDAD,IGUALDAD,Descargar archivo aquí
11,DIEGO BRAVO MORALES,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
11,FRANCISCO ORREGO BAUZA,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
11,HENRY BOYS LOEB,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
11,BLANCA SOLEDAD OÑATE PIUTRIN,ENERGIA INDEPENDIENTE (D11),INDEPENDIENTES,Descargar archivo aquí
11,DEBORA NOEMI RIQUELME VALENCIA,ENERGIA INDEPENDIENTE (D11),INDEPENDIENTES,Descargar archivo aquí
11,ESTEBAN MAURICIO CHAVEZ RIVERA,ENERGIA INDEPENDIENTE (D11),INDEPENDIENTES,Descargar archivo aquí
11,JORGE EDUARDO ROJAS RIVEROS,ENERGIA INDEPENDIENTE (D11),INDEPENDIENTES,Descargar archivo aquí
11,PATRICIA ELEAN ARRIAGADA CARDENAS,ENERGIA INDEPENDIENTE (D11),INDEPENDIENTES,Descargar archivo aquí
11,PAULA ANDREA SALAMANCA ALCAIDE,ENERGIA INDEPENDIENTE (D11),INDEPENDIENTES,Descargar archivo aquí
11,RENATO ANIBAL GARRIDO VILLEGAS,ENERGIA INDEPENDIENTE (D11),INDEPENDIENTES,Descargar archivo aquí
11,CLEMENTE PEREZ ERRAZURIZ,INDEPENDIENTES CON CHILE (D11),INDEPENDIENTES,Descargar archivo aquí
11,CRISTINA BEATRIZ BASTIDAS GONZALEZ,INDEPENDIENTES CON CHILE (D11),INDEPENDIENTES,Descargar archivo aquí
11,JORGE DE LA CARRERA DE LA BARRERA,INDEPENDIENTES CON CHILE (D11),INDEPENDIENTES,Descargar archivo aquí
11,MANUEL ADRIAN INOSTROZA PALMA,INDEPENDIENTES CON CHILE (D11),INDEPENDIENTES,Descargar archivo aquí
11,MARIANA AYLWIN OYARZUN,INDEPENDIENTES CON CHILE (D11),INDEPENDIENTES,Descargar archivo aquí
11,PILAR PEÑA DARDAILLON,INDEPENDIENTES CON CHILE (D11),INDEPENDIENTES,Descargar archivo aquí
11,TOMAS RECART BALZE,INDEPENDIENTES CON CHILE (D11),INDEPENDIENTES,Descargar archivo aquí
11,CAROLA PATRICIA FREDES TOLORZA,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D11),INDEPENDIENTES,Descargar archivo aquí
11,CAROLINA BEATRIZ CONTRERAS DUPRE,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D11),INDEPENDIENTES,Descargar archivo aquí
11,CLAUDIO MARCELO GUZMAN FERNANDEZ DEL RIO,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D11),INDEPENDIENTES,Descargar archivo aquí
11,FELIPE ALBERTO ELIAS VERA PEÑALOZA,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D11),INDEPENDIENTES,Descargar archivo aquí
11,MILAN MARCOS IVELIC KUSANOVIC,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D11),INDEPENDIENTES,Descargar archivo aquí
11,PABLO ENRIQUE CARRASCO VILLABLANCA,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D11),INDEPENDIENTES,Descargar archivo aquí
11,PILAR CATALINA ELGUETA LAGOS,INDEPENDIENTES POR LA NUEVA CONSTITUCION (D11),INDEPENDIENTES,Descargar archivo aquí
11,CRISTOBAL PATRICIO BELLOLIO BADIOLA,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
11,ELISA WALKER ECHENIQUE,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
11,JUAN ENRIQUE PI ARRIAGADA,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
11,MARIA JOSE CUMPLIDO BAEZA,LISTA DEL APRUEBO,PARTIDO LIBERAL DE CHILE,Descargar archivo aquí
11,PAOLA BERLIN RAZMILIC,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
11,PATRICIO HERMAN FERNANDEZ CHADWICK,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
11,SARA LARRAIN RUIZ-TAGLE,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
11,ELEDIN PARRAGUEZ LIZANA,MOVIMIENTO SOCIAL CONSTITUYENTE / LA LISTA DEL PUEBLO (D11),INDEPENDIENTES,Descargar archivo aquí
11,CAROLINA CIFUENTES CASTILLO,MOVIMIENTO SOCIAL CONSTITUYENTE / LA LISTA DEL PUEBLO (D11),INDEPENDIENTES,Descargar archivo aquí
11,DANIELA KING REYES,MOVIMIENTO SOCIAL CONSTITUYENTE / LA LISTA DEL PUEBLO (D11),INDEPENDIENTES,Descargar archivo aquí
11,JUAN EDUARDO BAEZA CARRASCO,MOVIMIENTO SOCIAL CONSTITUYENTE / LA LISTA DEL PUEBLO (D11),INDEPENDIENTES,Descargar archivo aquí
11,NICOLAS ROMERO REEVES,MOVIMIENTO SOCIAL CONSTITUYENTE / LA LISTA DEL PUEBLO (D11),INDEPENDIENTES,Descargar archivo aquí
11,SOLEDAD MELLA VIDAL,MOVIMIENTO SOCIAL CONSTITUYENTE / LA LISTA DEL PUEBLO (D11),INDEPENDIENTES,Descargar archivo aquí
11,SONIA ULLOA TORO,MOVIMIENTO SOCIAL CONSTITUYENTE / LA LISTA DEL PUEBLO (D11),INDEPENDIENTES,Descargar archivo aquí
11,CELESTE JIMENEZ RIVEROS,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
11,CRISTINA FEMENIAS SALAS,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
11,IVO TOMISLAV VUKUSICH CIFUENTES,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
11,NICOLE PEÑALOZA MORALES,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
11,PABLO AMAT TRUJILLO,PARTIDO ECOLOGISTA VERDE,PARTIDO ECOLOGISTA VERDE,Descargar archivo aquí
11,GLORIA SUSANA CORDOVA RODRIGUEZ,PARTIDO HUMANISTA,PARTIDO HUMANISTA,Descargar archivo aquí
11,ALEJANDRA NATHALY BROZALEZ ROMERO,PARTIDO UNION PATRIOTICA,PARTIDO UNION PATRIOTICA,Descargar archivo aquí
11,ANDRES CAREY CARVALLO,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
11,BERNARDO FONTAINE TALAVERA,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
11,CONSTANZA HUBE PORTUS,VAMOS POR CHILE,UNION DEMOCRATA INDEPENDIENTE,Descargar archivo aquí
11,HERNAN LARRAIN MATTE,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
11,MARCELA CUBILLOS SIGALL,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
11,PAULINA KANTOR PUPKIN,VAMOS POR CHILE,EVOLUCION POLITICA,Descargar archivo aquí
11,VERONICA CAMPINO GARCIA-HUIDOBRO,VAMOS POR CHILE,INDEPENDIENTES,Descargar archivo aquí
12,BARBARA CATHERINE FIGUEROA SANDOVAL,APRUEBO DIGNIDAD,PARTIDO COMUNISTA DE CHILE,Descargar archivo aquí
12,BASTIAN BODENHOFER ALEXANDER,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
12,BEATRIZ DE JESUS SANCHEZ MUÑOZ,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
12,CESAR ANTONIO PIZARRO PIZARRO,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
12,LEONARDO PARRAGUEZ GALLARDO,APRUEBO DIGNIDAD,REVOLUCION DEMOCRATICA,Descargar archivo aquí
12,MARCELA ALEJANDRA MELLA ORTIZ,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
12,PAOLA MARIA VILLEGAS DELGADO,APRUEBO DIGNIDAD,INDEPENDIENTES,Descargar archivo aquí
12,GABRIEL MOLINA VILLANUEVA,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
12,MAURA FAJARDO GALVEZ,CANDIDATURA INDEPENDIENTE,INDEPENDIENTES,Descargar archivo aquí
12,BENITO JOSE BARANDA FERRAN,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D12),INDEPENDIENTES,Descargar archivo aquí
12,CESAR ANTONIO BARCENAS CATALAN,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D12),INDEPENDIENTES,Descargar archivo aquí
12,IONA RONIT ROTHFELD BASCOLI,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D12),INDEPENDIENTES,Descargar archivo aquí
12,JUAN JOSE MARTIN BRAVO,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D12),INDEPENDIENTES,Descargar archivo aquí
12,MARIA SOLEDAD CISTERNAS REYES,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D12),INDEPENDIENTES,Descargar archivo aquí
12,PAOLA ROMERO LLANOS,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D12),INDEPENDIENTES,Descargar archivo aquí
12,PAVEL ALEJANDRO AYALA LIENQUEO,INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D12),INDEPENDIENTES,Descargar archivo aquí
12,ALEX EDUARDO FLORES ESPINOZA,LA LISTA DEL PUEBLO DISTRITO 12 (D12),INDEPENDIENTES,Descargar archivo aquí
12,CAMILA VANESSA CARTES CORDERO,LA LISTA DEL PUEBLO DISTRITO 12 (D12),INDEPENDIENTES,Descargar archivo aquí
12,DIEGO ALFONSO INFANTE SCHKOLNIK,LA LISTA DEL PUEBLO DISTRITO 12 (D12),INDEPENDIENTES,Descargar archivo aquí
12,GIOVANNA JAZMIN GRANDON CARO,LA LISTA DEL PUEBLO DISTRITO 12 (D12),INDEPENDIENTES,Descargar archivo aquí
12,RAFAEL IGNACIO SOTOMAYOR NARBONA,LA LISTA DEL PUEBLO DISTRITO 12 (D12),INDEPENDIENTES,Descargar archivo aquí
12,TAMARA GRISELDA AVELLO VASQUEZ,LA LISTA DEL PUEBLO DISTRITO 12 (D12),INDEPENDIENTES,Descargar archivo aquí
12,CAROLA PIA NARANJO INOSTROZA,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
12,CHRISTIAN ALEJANDRO MUÑOZ PAREDES,LISTA DEL APRUEBO,PARTIDO RADICAL DE CHILE,Descargar archivo aquí
12,GUILLERMO LARRAIN RIOS,LISTA DEL APRUEBO,PARTIDO DEMOCRATA CRISTIANO,Descargar archivo aquí
12,PAULINA DEL ROSARIO MUÑOZ URETA,LISTA DEL APRUEBO,INDEPENDIENTES,Descargar archivo aquí
12,PIA CASTELLI FENICK,LISTA DEL APRUEBO,PARTIDO POR LA DEMOCRACIA,Descargar archivo aquí
12,RODRIGO ALFONSO RETTIG VARGAS,LISTA DEL APRUEBO,CIUDADANOS,Descargar archivo aquí
12,ROMANINA MORALES BALTRA,LISTA DEL APRUEBO,PARTIDO SOCIALISTA DE CHILE,Descargar archivo aquí
12,ANITA PAZ JARAMILLO GALLARDO,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
12,CAMILA CRISTINA MEZA HERRERA,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
12,JOSEFFE TAMARA CACERES TORRES,PARTIDO DE TRABAJADORES REVOLUCIONARIOS,PARTIDO TRABAJADORES REVOLUCIONARIOS,Descargar archivo aquí
